CustomerID,AccountAgeMonths,LastPurchaseDays,TotalOrders,TotalSpend,AvgOrderValue,AppLogins30d,WishlistItems,CartAbandonments,DiscountUsage,GeneratedAt,Recency,Frequency,Monetary,EngagementScore,Segment,ChurnRisk,CLV,RecommendedAction,ProcessedAt
C03132,52,30,14,31502,2250,6,1,1,Low,2026-04-08 13:34:01,30,14,31502,6.200000000000001,0,Low,441028,VIP Treatment,2026-04-09 12:57:04
C03133,15,184,3,3904,1301,2,20,8,Medium,2026-04-08 13:34:01,184,3,3904,5.6,1,High,11712,Retention Campaign,2026-04-09 12:57:04
C03134,49,196,20,40216,2010,2,3,7,Medium,2026-04-08 13:34:01,196,20,40216,2.6000000000000005,1,Medium,804320,VIP Treatment,2026-04-09 12:57:04
C03135,35,11,54,142123,2631,14,3,0,Medium,2026-04-08 13:34:01,11,54,142123,10.200000000000001,2,Low,7674642,Loyalty Program,2026-04-09 12:57:04
C03136,13,115,12,13442,1120,2,21,6,High,2026-04-08 13:34:01,115,12,13442,6.6,1,Medium,161304,VIP Treatment,2026-04-09 12:57:04
C03137,1,2,9,22507,2500,17,11,3,Low,2026-04-08 13:34:01,2,9,22507,11.8,0,Low,202563,VIP Treatment,2026-04-09 12:57:04
C03138,57,4,55,66608,1211,13,9,0,Low,2026-04-08 13:34:01,4,55,66608,11.0,2,Low,3663440,Loyalty Program,2026-04-09 12:57:04
C03139,55,6,52,123026,2365,20,18,1,Low,2026-04-08 13:34:01,6,52,123026,15.2,2,Low,6397352,Loyalty Program,2026-04-09 12:57:04
C03140,57,43,26,68212,2623,9,2,0,High,2026-04-08 13:34:01,43,26,68212,8.0,0,Medium,1773512,VIP Treatment,2026-04-09 12:57:04
C03141,3,42,7,16130,2304,3,6,4,Medium,2026-04-08 13:41:09,42,7,16130,4.800000000000001,0,Medium,112910,VIP Treatment,2026-04-09 12:57:04
C03142,4,46,4,14651,3662,5,5,3,Low,2026-04-08 13:41:09,46,4,14651,5.800000000000001,0,Medium,58604,VIP Treatment,2026-04-09 12:57:04
C03143,31,6,15,35069,2337,22,25,2,High,2026-04-08 13:41:09,6,15,35069,17.0,0,Low,526035,VIP Treatment,2026-04-09 12:57:04
C03144,1,207,6,18629,3104,3,10,8,Low,2026-04-08 13:41:09,207,6,18629,4.0,1,Medium,111774,VIP Treatment,2026-04-09 12:57:04
C03145,59,11,15,42877,2858,13,23,1,Low,2026-04-08 13:41:09,11,15,42877,13.4,0,Low,643155,VIP Treatment,2026-04-09 12:57:04
C03146,1,6,2,3733,1866,17,3,4,Low,2026-04-08 13:41:09,6,2,3733,9.8,0,Low,7466,Regular Engagement,2026-04-09 12:57:04
C03147,8,249,8,13322,1665,2,0,5,Medium,2026-04-08 13:41:09,249,8,13322,2.8,1,Medium,106576,VIP Treatment,2026-04-09 12:57:04
C03148,17,192,17,20737,1219,4,9,4,Low,2026-04-08 13:41:09,192,17,20737,5.800000000000001,1,Medium,352529,VIP Treatment,2026-04-09 12:57:04
C03149,4,152,1,1000,1000,1,9,4,Medium,2026-04-08 13:41:09,152,1,1000,4.6000000000000005,1,High,1000,Retention Campaign,2026-04-09 12:57:04
C03150,48,31,58,89284,1539,6,7,0,Low,2026-04-08 13:41:09,31,58,89284,7.800000000000001,2,Medium,5178472,Loyalty Program,2026-04-09 12:57:04
C03151,15,41,16,22631,1414,7,16,2,Low,2026-04-08 13:55:03,41,16,22631,9.2,0,Medium,362096,VIP Treatment,2026-04-09 12:57:04
C03152,16,5,16,27609,1725,17,23,1,Medium,2026-04-08 13:55:03,5,16,27609,15.000000000000002,0,Low,441744,VIP Treatment,2026-04-09 12:57:04
C03153,15,9,2,3626,1813,10,18,3,Medium,2026-04-08 13:55:03,9,2,3626,10.4,0,Low,7252,Regular Engagement,2026-04-09 12:57:04
C03154,19,35,28,88826,3172,6,21,2,Medium,2026-04-08 13:55:03,35,28,88826,9.8,0,Medium,2487128,VIP Treatment,2026-04-09 12:57:04
C03155,35,14,16,37861,2366,24,28,0,Low,2026-04-08 13:55:03,14,16,37861,19.200000000000003,0,Low,605776,VIP Treatment,2026-04-09 12:57:04
C03156,13,247,9,20549,2283,0,7,6,Medium,2026-04-08 13:55:03,247,9,20549,3.0,1,Medium,184941,VIP Treatment,2026-04-09 12:57:04
C03157,32,47,51,115204,2258,11,13,1,Low,2026-04-08 13:55:03,47,51,115204,10.6,2,Medium,5875404,Loyalty Program,2026-04-09 12:57:04
C03158,33,14,10,13991,1399,20,8,4,High,2026-04-08 13:55:03,14,10,13991,12.0,0,Low,139910,VIP Treatment,2026-04-09 12:57:04
C03159,48,14,43,123501,2872,24,9,2,Low,2026-04-08 13:55:03,14,43,123501,14.600000000000001,2,Low,5310543,Loyalty Program,2026-04-09 12:57:04
C03160,14,4,12,38741,3228,20,6,1,Medium,2026-04-08 13:55:03,4,12,38741,12.799999999999999,0,Low,464892,VIP Treatment,2026-04-09 12:57:04
C03161,15,8,5,14331,2866,22,25,0,High,2026-04-08 13:56:01,8,5,14331,17.8,0,Low,71655,VIP Treatment,2026-04-09 12:57:04
C03162,34,15,47,139285,2963,7,7,3,Low,2026-04-08 13:56:01,15,47,139285,7.0,2,Low,6546395,Loyalty Program,2026-04-09 12:57:04
C03163,50,101,93,111943,1203,0,22,8,Medium,2026-04-08 13:56:01,101,93,111943,5.2,2,Medium,10410699,Loyalty Program,2026-04-09 12:57:04
C03164,39,222,45,90040,2000,1,5,9,Medium,2026-04-08 13:56:01,222,45,90040,1.7999999999999998,1,Medium,4051800,VIP Treatment,2026-04-09 12:57:04
C03165,57,9,59,165716,2808,20,24,0,Low,2026-04-08 13:56:01,9,59,165716,16.8,2,Low,9777244,Loyalty Program,2026-04-09 12:57:04
C03166,19,11,33,58353,1768,20,10,0,Medium,2026-04-08 13:56:01,11,33,58353,14.0,0,Low,1925649,VIP Treatment,2026-04-09 12:57:04
C03167,34,35,49,48340,986,7,2,2,Low,2026-04-08 13:56:01,35,49,48340,6.4,2,Medium,2368660,Loyalty Program,2026-04-09 12:57:04
C03168,40,148,14,30539,2181,4,20,3,Medium,2026-04-08 13:56:01,148,14,30539,8.4,1,Medium,427546,VIP Treatment,2026-04-09 12:57:04
C03169,29,238,10,25834,2583,0,24,8,Low,2026-04-08 13:56:01,238,10,25834,5.6000000000000005,1,Medium,258340,VIP Treatment,2026-04-09 12:57:04
C03170,33,181,29,65829,2269,1,12,9,Low,2026-04-08 13:56:01,181,29,65829,3.2,1,Medium,1909041,VIP Treatment,2026-04-09 12:57:04
C03171,57,9,25,75979,3039,20,3,1,High,2026-04-08 13:57:01,9,25,75979,12.2,0,Low,1899475,VIP Treatment,2026-04-09 12:57:04
C03172,12,26,16,31020,1938,8,18,3,Low,2026-04-08 13:57:01,26,16,31020,9.600000000000001,0,Low,496320,VIP Treatment,2026-04-09 12:57:04
C03173,40,4,33,93579,2835,24,4,0,Medium,2026-04-08 13:57:01,4,33,93579,14.400000000000002,2,Low,3088107,Loyalty Program,2026-04-09 12:57:04
C03174,37,46,20,40998,2049,7,0,2,Medium,2026-04-08 13:57:01,46,20,40998,6.0,0,Medium,819960,VIP Treatment,2026-04-09 12:57:04
C03175,29,52,14,17069,1219,3,3,4,Medium,2026-04-08 13:57:01,52,14,17069,4.200000000000001,0,Medium,238966,VIP Treatment,2026-04-09 12:57:04
C03176,56,12,70,211295,3018,17,26,2,Medium,2026-04-08 13:57:01,12,70,211295,15.2,2,Low,14790650,Loyalty Program,2026-04-09 12:57:04
C03177,35,6,20,64990,3249,11,2,0,Low,2026-04-08 13:57:01,6,20,64990,8.8,0,Low,1299800,VIP Treatment,2026-04-09 12:57:04
C03178,52,100,12,20730,1727,3,6,3,Low,2026-04-08 13:57:01,100,12,20730,5.200000000000001,0,Medium,248760,VIP Treatment,2026-04-09 12:57:04
C03179,39,11,11,10388,944,13,4,3,Medium,2026-04-08 13:57:01,11,11,10388,8.8,0,Low,114268,VIP Treatment,2026-04-09 12:57:04
C03180,2,129,3,2599,866,2,8,5,Low,2026-04-08 13:57:01,129,3,2599,4.4,1,High,7797,Retention Campaign,2026-04-09 12:57:04
C03181,47,173,44,70350,1598,2,22,3,Medium,2026-04-08 13:58:01,173,44,70350,8.0,1,Medium,3095400,VIP Treatment,2026-04-09 12:57:04
C03182,12,148,12,16398,1366,4,16,4,High,2026-04-08 13:58:01,148,12,16398,7.200000000000001,1,Medium,196776,VIP Treatment,2026-04-09 12:57:04
C03183,3,8,3,5770,1923,21,21,3,Low,2026-04-08 13:58:01,8,3,5770,15.400000000000002,0,Low,17310,Regular Engagement,2026-04-09 12:57:04
C03184,37,3,78,172786,2215,23,2,0,Low,2026-04-08 13:58:01,3,78,172786,13.600000000000001,2,Low,13477308,Loyalty Program,2026-04-09 12:57:04
C03185,57,2,24,82251,3427,23,8,3,Low,2026-04-08 13:58:01,2,24,82251,13.600000000000001,0,Low,1974024,VIP Treatment,2026-04-09 12:57:04
C03186,21,8,57,54092,948,12,21,3,Medium,2026-04-08 13:58:01,8,57,54092,11.8,2,Low,3083244,Loyalty Program,2026-04-09 12:57:04
C03187,42,2,50,69382,1387,16,1,1,Low,2026-04-08 13:58:01,2,50,69382,10.200000000000001,2,Low,3469100,Loyalty Program,2026-04-09 12:57:04
C03188,29,10,3,8754,2918,11,25,0,Medium,2026-04-08 13:58:01,10,3,8754,13.4,0,Low,26262,Regular Engagement,2026-04-09 12:57:04
C03189,39,2,52,140858,2708,17,18,4,High,2026-04-08 13:58:01,2,52,140858,12.8,2,Low,7324616,Loyalty Program,2026-04-09 12:57:04
C03190,52,1,37,54371,1469,21,14,2,Medium,2026-04-08 13:58:01,1,37,54371,14.400000000000002,0,Low,2011727,VIP Treatment,2026-04-09 12:57:04
C03191,16,39,14,13049,932,3,6,2,High,2026-04-08 13:59:01,39,14,13049,5.6000000000000005,0,Medium,182686,VIP Treatment,2026-04-09 12:57:04
C03192,48,5,25,57853,2314,21,5,2,Low,2026-04-08 13:59:01,5,25,57853,12.600000000000001,0,Low,1446325,VIP Treatment,2026-04-09 12:57:04
C03193,37,27,25,54532,2181,3,6,4,Medium,2026-04-08 13:59:01,27,25,54532,4.800000000000001,0,Low,1363300,VIP Treatment,2026-04-09 12:57:04
C03194,13,13,17,57052,3356,15,15,2,Medium,2026-04-08 13:59:01,13,17,57052,12.2,0,Low,969884,VIP Treatment,2026-04-09 12:57:04
C03195,29,30,28,82438,2944,11,29,3,High,2026-04-08 13:59:01,30,28,82438,13.000000000000002,0,Low,2308264,VIP Treatment,2026-04-09 12:57:04
C03196,23,10,15,12656,843,10,14,3,Low,2026-04-08 13:59:01,10,15,12656,9.600000000000001,0,Low,189840,VIP Treatment,2026-04-09 12:57:04
C03197,1,4,1,1981,1981,18,9,2,Low,2026-04-08 13:59:01,4,1,1981,12.2,0,Low,1981,Regular Engagement,2026-04-09 12:57:04
C03198,28,14,12,11564,963,13,18,0,High,2026-04-08 13:59:01,14,12,11564,12.8,0,Low,138768,VIP Treatment,2026-04-09 12:57:04
C03199,10,219,14,41413,2958,2,15,6,Medium,2026-04-08 13:59:01,219,14,41413,5.4,1,Medium,579782,VIP Treatment,2026-04-09 12:57:04
C03200,45,13,45,40830,907,12,13,4,Low,2026-04-08 13:59:01,13,45,40830,9.8,0,Low,1837350,VIP Treatment,2026-04-09 12:57:04
C03201,31,39,11,34288,3117,4,29,1,High,2026-04-08 14:00:01,39,11,34288,11.0,0,Medium,377168,VIP Treatment,2026-04-09 12:57:04
C03202,3,5,7,24296,3470,10,25,0,Medium,2026-04-08 14:00:01,5,7,24296,13.0,0,Low,170072,VIP Treatment,2026-04-09 12:57:04
C03203,32,23,18,33868,1881,5,18,0,Low,2026-04-08 14:00:01,23,18,33868,9.6,0,Low,609624,VIP Treatment,2026-04-09 12:57:04
C03204,10,1,5,8223,1644,18,22,3,Medium,2026-04-08 14:00:01,1,5,8223,14.400000000000002,0,Low,41115,Regular Engagement,2026-04-09 12:57:04
C03205,4,3,3,8278,2759,13,6,4,Medium,2026-04-08 14:00:01,3,3,8278,8.8,0,Low,24834,Regular Engagement,2026-04-09 12:57:04
C03206,40,2,16,39224,2451,11,7,3,Low,2026-04-08 14:00:01,2,16,39224,8.600000000000001,0,Low,627584,VIP Treatment,2026-04-09 12:57:04
C03207,51,12,33,59729,1809,18,8,3,Low,2026-04-08 14:00:01,12,33,59729,11.600000000000001,0,Low,1971057,VIP Treatment,2026-04-09 12:57:04
C03208,12,41,13,29976,2305,4,6,3,High,2026-04-08 14:00:01,41,13,29976,5.6000000000000005,0,Medium,389688,VIP Treatment,2026-04-09 12:57:04
C03209,7,46,9,22712,2523,11,17,2,Low,2026-04-08 14:00:01,46,9,22712,11.0,0,Medium,204408,VIP Treatment,2026-04-09 12:57:04
C03210,10,102,15,44695,2979,4,0,7,High,2026-04-08 14:00:01,102,15,44695,2.8000000000000003,1,Medium,670425,VIP Treatment,2026-04-09 12:57:04
C03211,55,10,12,41016,3418,17,0,4,Low,2026-04-08 14:01:01,10,12,41016,9.200000000000001,0,Low,492192,VIP Treatment,2026-04-09 12:57:04
C03212,46,44,52,84356,1622,10,23,2,Medium,2026-04-08 14:01:01,44,52,84356,11.8,2,Medium,4386512,Loyalty Program,2026-04-09 12:57:04
C03213,53,48,33,52123,1579,9,6,3,Medium,2026-04-08 14:01:01,48,33,52123,7.600000000000001,0,Medium,1720059,VIP Treatment,2026-04-09 12:57:04
C03214,6,11,2,4600,2300,18,18,4,Medium,2026-04-08 14:01:01,11,2,4600,13.200000000000001,0,Low,9200,Regular Engagement,2026-04-09 12:57:04
C03215,29,24,14,39137,2795,7,10,2,Low,2026-04-08 14:01:01,24,14,39137,8.0,0,Low,547918,VIP Treatment,2026-04-09 12:57:04
C03216,58,205,46,61156,1329,3,28,4,Medium,2026-04-08 14:01:01,205,46,61156,9.200000000000001,1,Medium,2813176,VIP Treatment,2026-04-09 12:57:04
C03217,37,3,44,144406,3281,19,21,1,Low,2026-04-08 14:01:01,3,44,144406,15.4,2,Low,6353864,Loyalty Program,2026-04-09 12:57:04
C03218,52,9,44,112353,2553,15,21,3,Low,2026-04-08 14:01:01,9,44,112353,13.0,2,Low,4943532,Loyalty Program,2026-04-09 12:57:04
C03219,41,8,61,109967,1802,17,20,4,Low,2026-04-08 14:01:01,8,61,109967,13.200000000000001,2,Low,6707987,Loyalty Program,2026-04-09 12:57:04
C03220,7,117,12,36407,3033,1,17,8,Medium,2026-04-08 14:01:01,117,12,36407,4.6000000000000005,1,Medium,436884,VIP Treatment,2026-04-09 12:57:04
C03221,31,46,12,36070,3005,6,0,1,High,2026-04-08 14:02:01,46,12,36070,6.0,0,Medium,432840,VIP Treatment,2026-04-09 12:57:04
C03222,43,6,12,39497,3291,13,8,4,Medium,2026-04-08 14:02:01,6,12,39497,9.200000000000001,0,Low,473964,VIP Treatment,2026-04-09 12:57:04
C03223,25,10,63,156719,2487,10,11,1,Medium,2026-04-08 14:02:01,10,63,156719,9.8,2,Low,9873297,Loyalty Program,2026-04-09 12:57:04
C03224,44,11,28,58763,2098,18,29,0,High,2026-04-08 14:02:01,11,28,58763,17.0,0,Low,1645364,VIP Treatment,2026-04-09 12:57:04
C03225,41,3,33,108671,3293,12,19,0,High,2026-04-08 14:02:01,3,33,108671,12.600000000000001,2,Low,3586143,Loyalty Program,2026-04-09 12:57:04
C03226,12,129,17,57847,3402,1,28,9,Medium,2026-04-08 14:02:01,129,17,57847,6.400000000000001,1,Medium,983399,VIP Treatment,2026-04-09 12:57:04
C03227,25,50,16,34731,2170,4,1,0,High,2026-04-08 14:02:01,50,16,34731,5.8,0,Medium,555696,VIP Treatment,2026-04-09 12:57:04
C03228,29,11,24,38393,1599,15,26,1,Medium,2026-04-08 14:02:01,11,24,38393,14.799999999999999,0,Low,921432,VIP Treatment,2026-04-09 12:57:04
C03229,13,50,15,32231,2148,10,2,0,Medium,2026-04-08 14:02:01,50,15,32231,8.4,0,Medium,483465,VIP Treatment,2026-04-09 12:57:04
C03230,35,19,26,64403,2477,9,17,1,Low,2026-04-08 14:02:01,19,26,64403,10.6,0,Low,1674478,VIP Treatment,2026-04-09 12:57:04
C03231,18,2,24,47254,1968,11,18,4,High,2026-04-08 14:03:01,2,24,47254,10.4,0,Low,1134096,VIP Treatment,2026-04-09 12:57:04
C03232,30,12,33,80702,2445,11,2,2,Low,2026-04-08 14:03:01,12,33,80702,8.0,0,Low,2663166,VIP Treatment,2026-04-09 12:57:04
C03233,13,95,9,27670,3074,3,21,8,Medium,2026-04-08 14:03:01,95,9,27670,6.2,0,Medium,249030,VIP Treatment,2026-04-09 12:57:04
C03234,34,39,10,10885,1088,5,14,4,Low,2026-04-08 14:03:01,39,10,10885,7.200000000000001,0,Medium,108850,VIP Treatment,2026-04-09 12:57:04
C03235,37,45,10,16103,1610,3,14,1,Low,2026-04-08 14:03:01,45,10,16103,7.6,0,Medium,161030,VIP Treatment,2026-04-09 12:57:04
C03236,52,38,46,96998,2108,5,21,4,High,2026-04-08 14:03:01,38,46,96998,8.600000000000001,2,Medium,4461908,Loyalty Program,2026-04-09 12:57:04
C03237,1,1,3,10654,3551,24,15,2,Low,2026-04-08 14:03:01,1,3,10654,15.8,0,Low,31962,Regular Engagement,2026-04-09 12:57:04
C03238,19,129,5,16455,3291,1,16,5,Low,2026-04-08 14:03:01,129,5,16455,5.6,1,Medium,82275,VIP Treatment,2026-04-09 12:57:04
C03239,59,7,57,66116,1159,10,2,1,Low,2026-04-08 14:03:01,7,57,66116,8.0,2,Low,3768612,Loyalty Program,2026-04-09 12:57:04
C03240,57,14,20,62924,3146,17,27,0,Low,2026-04-08 14:03:01,14,20,62924,16.200000000000003,0,Low,1258480,VIP Treatment,2026-04-09 12:57:04
C03241,38,2,17,42003,2470,15,3,2,Medium,2026-04-08 14:04:01,2,17,42003,9.8,0,Low,714051,VIP Treatment,2026-04-09 12:57:04
C03242,38,225,13,21516,1655,0,11,6,High,2026-04-08 14:04:01,225,13,21516,3.8000000000000003,1,Medium,279708,VIP Treatment,2026-04-09 12:57:04
C03243,54,50,47,164294,3495,4,13,3,High,2026-04-08 14:04:01,50,47,164294,7.0,2,Medium,7721818,Loyalty Program,2026-04-09 12:57:04
C03244,9,204,8,6519,814,0,28,5,Low,2026-04-08 14:04:01,204,8,6519,7.6000000000000005,1,Medium,52152,VIP Treatment,2026-04-09 12:57:04
C03245,49,6,10,14041,1404,11,18,0,Low,2026-04-08 14:04:01,6,10,14041,12.0,0,Low,140410,VIP Treatment,2026-04-09 12:57:04
C03246,55,6,6,17019,2836,14,18,4,Low,2026-04-08 14:04:01,6,6,17019,11.600000000000001,0,Low,102114,VIP Treatment,2026-04-09 12:57:04
C03247,4,75,12,41215,3434,0,18,7,Low,2026-04-08 14:04:01,75,12,41215,4.800000000000001,0,Medium,494580,VIP Treatment,2026-04-09 12:57:04
C03248,15,14,11,11965,1087,14,17,2,Low,2026-04-08 14:04:01,14,11,11965,12.2,0,Low,131615,VIP Treatment,2026-04-09 12:57:04
C03249,41,8,32,34526,1078,12,1,1,Low,2026-04-08 14:04:01,8,32,34526,8.600000000000001,0,Low,1104832,VIP Treatment,2026-04-09 12:57:04
C03250,58,237,18,21037,1168,4,11,8,Low,2026-04-08 14:04:01,237,18,21037,4.6000000000000005,1,Medium,378666,VIP Treatment,2026-04-09 12:57:04
C03251,2,2,2,5458,2729,10,13,3,Medium,2026-04-08 14:05:01,2,2,5458,9.4,0,Low,10916,Regular Engagement,2026-04-09 12:57:04
C03252,19,7,12,34975,2914,16,18,0,High,2026-04-08 14:05:01,7,12,34975,14.0,0,Low,419700,VIP Treatment,2026-04-09 12:57:04
C03253,19,3,8,15149,1893,19,29,0,Medium,2026-04-08 14:05:01,3,8,15149,17.400000000000002,0,Low,121192,VIP Treatment,2026-04-09 12:57:04
C03254,53,71,53,56239,1061,3,2,4,Medium,2026-04-08 14:05:01,71,53,56239,4.0,2,Medium,2980667,Loyalty Program,2026-04-09 12:57:04
C03255,51,6,29,95047,3277,22,20,4,Medium,2026-04-08 14:05:01,6,29,95047,15.200000000000001,2,Low,2756363,Loyalty Program,2026-04-09 12:57:04
C03256,14,14,20,27728,1386,15,11,0,High,2026-04-08 14:05:01,14,20,27728,12.2,0,Low,554560,VIP Treatment,2026-04-09 12:57:04
C03257,24,58,20,23622,1181,4,1,4,High,2026-04-08 14:05:01,58,20,23622,4.2,0,Medium,472440,VIP Treatment,2026-04-09 12:57:04
C03258,2,6,5,16464,3292,18,23,4,Low,2026-04-08 14:05:01,6,5,16464,14.200000000000001,0,Low,82320,VIP Treatment,2026-04-09 12:57:04
C03259,4,40,9,7323,813,7,18,3,Low,2026-04-08 14:05:01,40,9,7323,9.200000000000001,0,Medium,65907,VIP Treatment,2026-04-09 12:57:04
C03260,20,208,23,65041,2827,2,9,3,Low,2026-04-08 14:05:01,208,23,65041,5.4,1,Medium,1495943,VIP Treatment,2026-04-09 12:57:04
C03261,53,9,53,127450,2404,18,25,3,High,2026-04-08 14:06:01,9,53,127450,15.0,2,Low,6754850,Loyalty Program,2026-04-09 12:57:04
C03262,37,11,11,33636,3057,16,23,3,Low,2026-04-08 14:06:01,11,11,33636,13.8,0,Low,369996,VIP Treatment,2026-04-09 12:57:04
C03263,27,120,16,45600,2850,4,3,3,High,2026-04-08 14:06:01,120,16,45600,5.0,1,Medium,729600,VIP Treatment,2026-04-09 12:57:04
C03264,47,7,41,129565,3160,24,18,0,High,2026-04-08 14:06:01,7,41,129565,17.200000000000003,2,Low,5312165,Loyalty Program,2026-04-09 12:57:04
C03265,12,14,27,32924,1219,24,22,3,Low,2026-04-08 14:06:01,14,27,32924,16.8,0,Low,888948,VIP Treatment,2026-04-09 12:57:04
C03266,32,62,33,56973,1726,0,15,6,High,2026-04-08 14:06:01,62,33,56973,4.6,0,Medium,1880109,VIP Treatment,2026-04-09 12:57:04
C03267,13,39,5,13048,2609,11,18,1,Medium,2026-04-08 14:06:01,39,5,13048,11.6,0,Medium,65240,VIP Treatment,2026-04-09 12:57:04
C03268,51,51,22,27790,1263,5,22,3,Medium,2026-04-08 14:06:01,51,22,27790,9.200000000000001,0,Medium,611380,VIP Treatment,2026-04-09 12:57:04
C03269,3,6,12,31639,2636,16,19,2,Low,2026-04-08 14:06:01,6,12,31639,13.400000000000002,0,Low,379668,VIP Treatment,2026-04-09 12:57:04
C03270,46,1,28,49570,1770,17,28,3,Medium,2026-04-08 14:06:01,1,28,49570,15.200000000000003,0,Low,1387960,VIP Treatment,2026-04-09 12:57:04
C03271,11,81,4,8869,2217,4,13,9,Low,2026-04-08 14:07:01,81,4,8869,4.6000000000000005,0,Medium,35476,Regular Engagement,2026-04-09 12:57:04
C03272,35,37,20,63806,3190,11,20,0,Medium,2026-04-08 14:07:01,37,20,63806,12.4,0,Medium,1276120,VIP Treatment,2026-04-09 12:57:04
C03273,15,6,8,8250,1031,16,0,4,Medium,2026-04-08 14:07:01,6,8,8250,8.8,0,Low,66000,VIP Treatment,2026-04-09 12:57:04
C03274,12,4,11,20399,1854,23,17,1,Low,2026-04-08 14:07:01,4,11,20399,16.200000000000003,0,Low,224389,VIP Treatment,2026-04-09 12:57:04
C03275,39,3,22,24277,1103,20,21,3,Low,2026-04-08 14:07:01,3,22,24277,15.0,0,Low,534094,VIP Treatment,2026-04-09 12:57:04
C03276,10,2,9,28616,3179,17,4,1,Low,2026-04-08 14:07:01,2,9,28616,11.200000000000001,0,Low,257544,VIP Treatment,2026-04-09 12:57:04
C03277,18,14,12,18696,1558,14,26,1,Low,2026-04-08 14:07:01,14,12,18696,14.4,0,Low,224352,VIP Treatment,2026-04-09 12:57:04
C03278,30,32,25,79510,3180,4,16,2,Low,2026-04-08 14:07:01,32,25,79510,8.0,0,Medium,1987750,VIP Treatment,2026-04-09 12:57:04
C03279,45,3,7,8871,1267,10,16,1,Medium,2026-04-08 14:07:01,3,7,8871,10.8,0,Low,62097,VIP Treatment,2026-04-09 12:57:04
C03280,51,36,64,136369,2130,5,22,0,High,2026-04-08 14:07:01,36,64,136369,10.4,2,Medium,8727616,Loyalty Program,2026-04-09 12:57:04
C03281,1,4,3,2867,955,23,1,2,High,2026-04-08 14:08:01,4,3,2867,12.600000000000001,0,Low,8601,Regular Engagement,2026-04-09 12:57:04
C03282,27,48,30,34195,1139,8,14,0,High,2026-04-08 14:08:01,48,30,34195,10.0,0,Medium,1025850,VIP Treatment,2026-04-09 12:57:04
C03283,14,5,17,22409,1318,18,21,0,Low,2026-04-08 14:08:01,5,17,22409,15.4,0,Low,380953,VIP Treatment,2026-04-09 12:57:04
C03284,24,14,6,21191,3531,11,20,2,Medium,2026-04-08 14:08:01,14,6,21191,11.600000000000001,0,Low,127146,VIP Treatment,2026-04-09 12:57:04
C03285,11,192,17,19196,1129,0,2,3,Medium,2026-04-08 14:08:01,192,17,19196,3.2,1,Medium,326332,VIP Treatment,2026-04-09 12:57:04
C03286,55,22,26,40686,1564,5,13,3,Medium,2026-04-08 14:08:01,22,26,40686,7.4,0,Low,1057836,VIP Treatment,2026-04-09 12:57:04
C03287,53,5,23,76178,3312,16,19,0,Low,2026-04-08 14:08:01,5,23,76178,14.200000000000001,0,Low,1752094,VIP Treatment,2026-04-09 12:57:04
C03288,8,4,6,21297,3549,19,17,0,Low,2026-04-08 14:08:01,4,6,21297,15.0,0,Low,127782,VIP Treatment,2026-04-09 12:57:04
C03289,24,3,36,121767,3382,12,0,4,Medium,2026-04-08 14:08:01,3,36,121767,7.200000000000001,2,Low,4383612,Loyalty Program,2026-04-09 12:57:04
C03290,9,156,18,28431,1579,0,5,6,High,2026-04-08 14:08:01,156,18,28431,2.6,1,Medium,511758,VIP Treatment,2026-04-09 12:57:04
C03291,24,10,27,66774,2473,21,7,2,Medium,2026-04-08 14:09:02,10,27,66774,13.0,0,Low,1802898,VIP Treatment,2026-04-09 12:57:04
C03292,42,1,11,14644,1331,19,7,4,Low,2026-04-08 14:09:02,1,11,14644,11.4,0,Low,161084,VIP Treatment,2026-04-09 12:57:04
C03293,34,14,73,98205,1345,15,7,0,Medium,2026-04-08 14:09:02,14,73,98205,11.4,2,Low,7168965,Loyalty Program,2026-04-09 12:57:04
C03294,24,5,15,39797,2653,24,7,1,Medium,2026-04-08 14:09:02,5,15,39797,14.600000000000001,0,Low,596955,VIP Treatment,2026-04-09 12:57:04
C03295,55,14,27,48648,1801,10,11,2,High,2026-04-08 14:09:02,14,27,48648,9.4,0,Low,1313496,VIP Treatment,2026-04-09 12:57:04
C03296,12,4,7,16159,2308,14,9,2,High,2026-04-08 14:09:02,4,7,16159,10.600000000000001,0,Low,113113,VIP Treatment,2026-04-09 12:57:04
C03297,31,2,11,35797,3254,18,14,3,Medium,2026-04-08 14:09:02,2,11,35797,12.8,0,Low,393767,VIP Treatment,2026-04-09 12:57:04
C03298,56,55,37,104499,2824,9,13,4,Low,2026-04-08 14:09:02,55,37,104499,8.600000000000001,2,Medium,3866463,Loyalty Program,2026-04-09 12:57:04
C03299,50,2,49,100931,2059,20,3,1,Medium,2026-04-08 14:09:02,2,49,100931,12.2,2,Low,4945619,Loyalty Program,2026-04-09 12:57:04
C03300,4,13,11,17627,1602,22,11,2,Medium,2026-04-08 14:09:02,13,11,17627,14.2,0,Low,193897,VIP Treatment,2026-04-09 12:57:04
C03301,27,6,51,47610,933,12,21,3,Medium,2026-04-08 14:17:01,6,51,47610,11.8,2,Low,2428110,Loyalty Program,2026-04-09 12:57:04
C03302,53,13,26,62881,2418,23,5,3,Low,2026-04-08 14:17:01,13,26,62881,13.000000000000002,0,Low,1634906,VIP Treatment,2026-04-09 12:57:04
